test_id,model,startTimestamp,endTimestamp,dataset,datasetSize,threads,graphElapsedTime,tsElapsedTime,elapsedTime,numMachines,storage
daf30544-6a91-448b-b157-42aa5a0e1f9d,HyGraph,1780491029.965857,1780507167.3989844,mimic,1692200,1,-1,-1,16137.43312740326,1,-1
